target
58
65
61
88
27
59
62
65
4
64
66
62
4
64
75
66
73
59
3
64
70
75
28
59
29
148
77
8
66
61
56
63
83
64
57
4
61
52
72
12
49
53
61
83
54
26
61
58
64
58
63
50
2
23
62
79
67
70
77
65
48
77
61
28
63
26
57
52
69
69
5
61
70
5
62
68
64
12
80
67
62
21
11
71
76
25
49
52
74
48
59
25
52
55
46
40
70
64
4
58
60
10
50
57
58
61
556
26
50
67
64
49
4
44
28
52
57
118
70
7
57
4
60
56
59
4
56
70
130
6
77
60
73
70
53
3
52
69
65
57
25
64
68
67
5
70
58
60
61
48
68
52
52
64
23
63
54
59
67
63
61
63
2
52
62
52
59
56
41
57
65
64
71
52
70
91
66
55
52
5
9
160
64
3
52
82
80
64
65
47
8
50
10
68
66
60
68
58
32
64
13
59
108
24
69
13
61
61
30
58
61
63
55
24
8
65
65
49
61
56
73
63
55
23
50
59
68
5
60
59
52
72
39
59
111
52
59
54
66
50
9
47
53
3
67
48
57
66
61
25
54
65
59
58
53
44
4
62
57
65
59
23
51
14
70
71
46
25
57
65
8
52
50
11
57
114
59
110
27
69
57
53
64
52
52
26
66
61
5
6
65
25
59
7
56
80
60
64
28
75
70
35
68
64
63
38
67
63
53
145
55
63
4
7
50
60
58
169
57
6
64
56
58
45
77
52
5
25
51
7
68
72
64
46
63
70
49
53
18
166
50
60
10
59
2
68
25
6
75
64
27
51
6
55
70
65
63
28
64
63
59
8
66
59
59
320
2
57
59
64
73
61
63
4
77
66
52
54
81
4
26
58
64
67
55
60
27
25
10
69
41
61
4
64
42
62
139
67
63
68
65
27
69
26
50
92
4
55
69
77
25
2
74
64
49
67
45
57
8
108
80
63
61
3
28
54
57
64
72
64
67
62
84
2
69
37
56
3
59
23
62
251
69
247
33
46
50
54
56
62
63
53
28
67
62
10
66
29
65
53
65
8
20
76
62
27
57
27
64
6
59
7
20
60
32
59
55
11
64
65
64
57
65
62
45
258
24
28
70
60
7
16
31
71
58
68
89
75
60
3
54
76
64
90
25
64
62
61
51
152
56
56
135
52
58
7
59
5
64
48
63
24
64
33
7
55
60
29
69
65
70
62
59
70
63
57
9
4
62
56
4
33
22
41
67
69
73
67
55
17
8
3
35
66
51
21
11
50
25
64
58
60
25
48
25
34
63
49
62
67
91
62
72
69
59
31
70
58
57
59
200
67
51
69
14
9
28
32
26
64
5
49
27
3
69
49
57
61
27
71
63
46
661
26
19
3
149
75
60
74
24
66
61
61
69
22
3
4
59
50
65
77
51
55
149
63
61
71
26
56
3
104
50
63
14
54
51
48
62
58
74
63
28
55
67
4
65
54
68
5
65
65
75
65
73
6
87
3
57
47
61
56
27
75
39
6
67
6
62
26
92
56
11
62
55
58
50
31
57
47
50
50
14
60
12
62
68
6
61
45
3
46
2
68
75
59
58
54
54
59
64
59
67
8
57
64
90
52
28
29
76
51
616
52
15
24
67
54
57
26
640
66
58
72
56
5
52
211
55
58
59
24
67
66
70
51
5
69
73
69
67
57
24
6
56
62
62
52
67
56
52
55
25
61
66
61
56
66
69
63
51
69
62
61
70
68
80
75
77
66
49
68
56
25
8
65
5
61
14
79
110
62
57
63
9
62
70
63
57
10
48
57
67
72
69
63
55
62
60
50
4
2
54
8
67
4
74
60
67
73
65
59
2
7
65
68
68
4
59
65
3
6
64
66
58
54
65
53
87
61
4
49
50
77
55
65
7
5
50
60
12
58
59
62
29
64
52
51
59
74
68
69
26
59
65
35
49
62
50
65
57
74
65
71
58
56
64
46
59
57
24
63
106
58
27
68
29
72
23
4
65
65
23
9
28
55
68
91
9
7
7
30
24
56
9
5
51
170
3
50
66
49
55
55
55
70
69
62
5
200
60
59
70
29
6
65
74
60
57
78
63
65
73
49
8
28
69
5
68
69
64
56
57
52
11
98
62
58
48
67
60
66
73
58
51
53
58
64
61
67
61
64
56
108
64
7
27
27
3
61
57
54
5
66
59
34
10
3
2
48
62
78
60
25
57
28
63
28
66
9
94
68
92
12
59
55
56
56
29
50
63
69
7
57
24
11
66
25
6
62
67
25
52
88
61
9
71
65
60
25
26
47
60
53
7
5
70
4
85
30
75
117
122
53
53
66
3
40
52
66
59
89
58
66
3
60
6
58
62
61
60
37
71
58
4
68
62
60
57
58
24
44
54
61
48
53
58
69
24
26
61
66
67
59
51
66
52
75
65
69
49
5
57
67
27
76
26
71
62
63
65
117
49
4
56
25
67
59
58
24
56
65
61
95
27
67
47
5
4
53
58
54
64
7
65
56
70
6
58
66
3
72
50
26
60
61
61
15
60
69
43
63
26
54
7
61
63
26
57
67
28
83
53
85
58
69
27
58
64
63
68
32
66
47
55
51
5
62
93
80
25
62
6
65
45
2
22
45
62
67
8
104
64
71
64
77
52
71
58
65
64
53
60
5
67
6
69
52
47
29
75
57
61
63
428
26
55
52
65
68
97
45
70
62
24
57
61
71
59
4
6
58
66
65
60
129
53
66
63
52
70
49
116
80
63
11
79
5
55
71
30
68
58
63
43
48
58
61
54
64
25
64
12
69
89
4
4
59
27
81
46
51
69
70
54
31
55
5
70
2
68
63
55
70
60
5
60
23
77
66
64
58
64
67
27
2
61
24
47
75
61
151
24
73
64
3
67
59
57
5
24
5
56
58
11
8
64
52
57
10
58
40
690
6
70
53
86
58
55
108
61
15
70
71
46
63
59
60
50
58
64
11
68
9
9
51
63
65
67
62
185
60
62
64
54
25
73
72
2
56
60
8
64
56
55
49
64
51
4
62
52
51
25
136
67
69
60
32
58
26
24
53
104
16
73
60
4
71
115
66
49
53
61
60
64
12
137
4
50
86
57
62
67
25
59
80
25
172
51
59
27
67
53
63
69
3
61
72
61
27
70
67
18
47
56
19
7
58
61
60
65
49
52
57
70
49
69
82
69
56
60
52
357
4
4
64
73
5
16
26
67
13
2
47
70
71
65
67
5
54
61
59
69
5
56
68
58
2
23
64
64
51
36
60
70
6
61
66
64
56
67
53
6
6
4
66
98
53
63
68
29
51
62
48
56
45
166
22
24
52
64
74
24
75
25
64
99
66
25
68
60
60
26
4
55
47
68
7
59
68
81
54
57
67
4
64
63
53
49
60
10
32
70
26
84
11
61
75
4
55
65
64
2
27
26
58
3
5
52
25
55
63
140
18
63
10
50
65
66
66
30
48
63
49
64
65
63
63
67
55
64
50
42
27
46
64
76
24
69
70
58
66
64
68
10
62
52
62
50
104
74
29
61
57
6
5
89
60
16
58
6
69
497
55
4
52
289
52
69
61
66
59
56
10
60
36
11
76
53
13
65
14
50
52
129
67
22
59
72
29
59
55
60
2
59
70
74
57
69
9
61
59
9
7
70
70
164
55
63
60
64
27
62
61
56
69
27
3
51
58
47
70
55
65
80
73
51
81
46
70
73
68
7
67
62
12
78
59
5
58
71
53
53
4
10
48
71
4
6
59
67
51
7
3
67
679
49
63
70
56
57
59
27
23
55
47
62
13
55
6
72
6
57
66
69
52
72
51
69
2
53
71
57
71
24
73
62
70
67
29
71
5
64
7
69
4
48
33
26
4
94
24
9
62
58
51
65
50
60
62
3
59
70
4
67
4
73
67
55
54
59
23
35
3
30
151
30
73
24
57
65
61
52
73
63
61
57
4
64
60
7
3
61
60
71
67
27
27
36
61
68
59
64
4
29
22
58
62
46
5
6
14
6
61
58
53
61
57
80
9
26
66
72
4
62
63
51
51
58
70
60
66
58
64
25
53
56
63
56
2
50
55
63
28
5
53
55
51
66
26
68
64
65
49
61
57
45
11
26
67
63
46
6
21
46
124
58
69
49
66
49
62
64
72
71
55
54
56
50
69
48
71
98
59
59
12
60
54
38
15
58
46
35
75
68
55
64
53
59
69
53
65
45
58
69
54
68
4
25
51
28
46
61
74
51
46
26
65
64
8
59
67
62
34
59
73
55
53
36
60
27
61
9
68
52
26
60
25
64
13
69
53
68
57
9
25
73
52
5
26
4
61
5
125
57
60
74
61
67
2
56
62
2
66
5
4
50
69
8
61
63
25
59
69
63
61
60
89
52
77
65
75
24
53
25
25
45
68
27
57
58
36
19
65
56
14
65
65
131
72
45
82
59
87
69
46
79
17
64
60
51
5
2
6
65
10
25
78
5
26
48
49
67
73
63
57
58
57
52
4
72
64
63
70
61
26
60
70
47
3
23
65
46
71
66
56
138
74
60
55
25
56
88
66
65
69
27
43
69
163
85
48
7
53
23
63
67
73
71
51
26
62
28
53
17
53
32
65
53
73
61
22
52
56
6
57
4
65
56
94
58
60
10
54
56
50
61
46
29
7
5
60
69
60
59
59
49
22
67
63
60
56
66
62
21
65
71
5
51
58
69
68
69
65
1
58
66
61
64
54
69
10
24
67
48
46
61
45
59
2
66
46
59
65
65
59
72
3
5
65
75
56
51
55
57
62
76
78
67
58
62
81
57
65
69
66
52
63
77
71
53
68
60
66
59
5
56
60
49
75
62
51
60
66
66
64
61
60
4
50
66
8
3
67
54
239
55
60
28
5
71
8
59
50
67
57
64
69
57
86
45
76
62
44
50
79
60
54
129
75
2
59
5
26
63
63
23
56
4
141
54
70
66
60
51
109
59
34
63
71
68
67
60
59
71
119
66
48
66
64
139
55
61
12
68
70
60
54
61
43
24
4
66
26
64
62
75
5
65
5
62
69
61
52
66
63
50
60
195
65
24
5
61
186
3
51
45
81
63
52
11
66
67
66
48
13
24
55
69
85
66
69
58
6
25
3
61
80
2
59
3
55
64
67
63
49
61
77
50
66
61
58
56
101
4
82
30
49
3
28
66
62
49
69
62
49
51
5
77
44
3
53
61
54
56
61
26
54
51
30
70
23
28
32
65
36
68
30
60
47
71
13
92
69
73
63
6
124
24
59
59
55
61
53
60
52
29
48
6
90
103
7
5
72
6
62
48
70
48
61
57
64
69
54
55
27
19
63
60
65
64
65
26
73
194
11
3
55
61
57
64
62
6
46
61
42
64
63
7
5
59
72
57
24
200
6
76
54
59
58
5
62
2
56
58
28
48
52
80
68
67
61
5
66
77
61
7
3
76
64
62
66
61
68
65
86
68
2
27
50
67
26
53
55
80
57
63
66
59
59
11
26
65
53
29
61
67
62
26
64
54
26
65
56
11
74
5
74
27
13
10
58
24
59
67
9
71
59
63
65
61
62
73
219
72
30
24
68
4
57
65
31
59
60
58
64
67
66
53
53
73
66
26
58
52
67
56
71
56
66
71
76
70
24
2
4
562
50
75
60
59
61
71
60
77
66
52
32
63
47
70
95
65
27
79
28
60
60
61
59
71
52
27
61
58
36
67
77
40
62
9
5
53
67
5
48
48
34
13
59
10
58
52
58
59
74
24
54
62
58
81
69
29
65
28
94
92
74
48
9
62
26
49
66
53
58
29
25
28
5
62
65
58
24
24
60
66
66
53
80
62
136
22
74
61
61
69
59
71
77
48
61
67
48
56
53
62
67
53
61
65
62
64
65
59
31
60
57
56
41
6
65
53
75
55
9
60
4
11
53
17
70
77
92
62
63
58
104
25
59
13
53
50
75
50
48
229
52
3
47
11
64
59
59
58
56
60
8
72
63
7
7
53
61
27
11
75
8
47
109
63
64
67
64
14
25
75
28
282
76
47
89
53
80
53
48
58
70
25
60
75
48
61
3
52
60
52
74
60
59
68
57
61
55
58
71
25
54
74
62
5
71
7
27
75
10
55
2
66
375
31
76
54
3
60
59
43
52
57
67
5
52
30
61
58
69
58
72
70
57
7
53
59
61
58
43
4
59
67
66
61
93
56
62
61
49
56
51
57
5
81
53
3
59
70
69
72
69
17
5
63
22
44
52
60
6
3
49
49
60
78
31
59
28
43
58
13
81
69
50
89
5
6
29
54
45
65
275
73
56
60
3
59
60
54
58
57
64
57
70
50
5
48
15
64
67
62
62
51
66
65
58
27
58
22
57
67
71
60
26
57
25
61
66
61
53
63
49
67
65
69
59
53
69
4
57
78
51
69
69
130
63
8
18
59
62
24
5
150
58
26
97
64
48
25
71
43
7
65
51
66
68
62
58
84
55
60
66
57
304
61
103
71
99
60
96
59
3
54
54
50
72
69
4
51
63
61
9
67
27
51
47
63
46
137
7
4
52
49
58
272
65
54
64
72
6
62
64
57
73
56
73
31
74
6
8
70
2
7
54
176
9
56
68
55
64
61
68
58
26
64
59
193
71
58
27
3
109
56
48
65
6
54
64
74
38
7
67
28
59
30
6
13
70
7
66
6
50
69
18
120
66
55
59
77
9
65
11
49
56
4
51
69
64
49
54
64
67
72
57
37
26
53
50
91
52
3
59
57
56
58
31
134
24
58
64
14
72
56
49
71
47
42
86
68
52
2
58
60
7
58
51
170
473
66
68
57
3
64
66
74
62
63
121
175
51
66
61
53
58
67
7
26
6
51
62
4
51
70
63
59
47
107
4
8
84
116
4
63
57
71
69
26
77
71
6
55
26
7
68
63
58
72
64
73
67
4
69
63
44
51
67
69
79
3
32
74
61
65
10
69
10
70
31
10
25
73
78
57
83
49
10
28
67
90
54
64
119
63
103
69
57
63
128
48
57
63
57
60
55
73
41
71
69
15
29
70
54
31
62
77
62
4
32
63
68
31
56
58
6
62
68
60
74
80
63
61
62
4
50
60
62
72
63
23
55
71
65
50
51
63
48
69
59
61
5
61
69
58
68
68
48
25
27
4
52
52
57
49
9
62
4
3
64
63
54
7
4
32
6
60
67
47
63
57
3
57
64
14
4
81
14
66
9
63
67
3
35
54
46
4
61
27
6
64
55
6
83
5
62
35
59
76
59
14
57
48
76
83
47
55
58
56
62
173
90
6
81
67
77
69
61
62
26
63
5
3
25
68
77
35
65
49
7
65
61
62
58
81
2
65
54
27
86
65
30
46
27
144
4
62
7
46
49
72
53
49
53
49
58
58
57
49
258
60
54
7
58
34
67
58
59
53
54
63
4
91
54
55
64
11
52
71
73
65
70
51
63
68
61
33
29
357
50
10
55
709
27
5
57
70
65
48
53
64
42
4
77
13
73
59
23
57
67
53
50
57
47
55
54
65
52
58
3
57
46
57
60
49
26
62
34
29
49
73
62
55
61
54
245
60
3
55
57
7
65
63
66
61
55
62
32
63
60
25
25
65
5
53
74
61
49
27
56
48
119
68
70
61
59
68
70
51
46
76
67
72
63
71
57
65
64
46
10
62
62
62
72
25
3
62
40
71
53
44
66
65
65
31
51
24
21
56
57
65
55
56
52
89
72
62
57
71
66
69
43
59
6
62
51
26
32
70
320
60
58
59
6
97
69
64
46
65
24
77
43
68
5
35
52
56
48
55
5
58
56
23
10
78
68
5
287
60
62
26
57
29
58
26
60
81
57
63
60
23
10
63
73
72
59
2
67
58
6
92
10
101
68
56
55
67
66
58
29
62
69
61
102
4
92
65
58
9
7
174
32
61
63
61
63
64
66
4
55
61
30
49
5
58
30
25
46
59
60
68
54
8
261
203
70
56
63
136
51
46
68
58
51
83
69
54
55
4
35
60
72
48
65
78
4
51
26
30
3
68
60
54
6
125
54
4
27
6
77
57
70
68
4
56
67
60
56
71
74
64
62
68
54
62
56
55
59
65
47
62
54
58
62
86
69
64
25
63
56
58
30
61
11
67
56
75
64
10
64
65
2
24
70
67
64
25
59
58
78
77
59
35
65
59
61
63
63
53
5
71
65
69
57
63
68
64
5
55
120
56
51
51
88
52
67
51
163
70
61
71
55
24
16
59
27
71
25
75
59
5
76
2
5
59
51
55
72
7
69
28
13
3
95
35
64
24
46
60
52
76
62
58
60
65
70
75
66
105
71
137
69
67
142
67
2
49
25
10
57
66
58
59
45
61
95
48
73
65
55
57
58
69
71
27
62
9
24
61
29
59
61
6
61
66
51
15
64
58
70
65
65
66
67
43
62
61
25
95
17
72
59
26
13
5
8
20
56
66
10
53
59
17
6
5
54
58
2
24
191
50
50
45
163
64
84
60
4
30
55
27
77
61
68
31
58
60
3
55
29
49
5
60
64
66
69
76
74
22
59
50
50
57
59
64
61
4
29
56
104
37
52
48
69
49
50
62
53
8
3
189
4
46
68
82
46
71
63
67
64
7
61
68
48
66
71
26
308
64
31
26
